100_img_	Train/input/100_img_.png	Train/GT/100_img_.png
10139	Train/input/10139.png	Train/GT/10139.png
102_img_	Train/input/102_img_.png	Train/GT/102_img_.png
104_img_	Train/input/104_img_.png	Train/GT/104_img_.png
105_img_	Train/input/105_img_.png	Train/GT/105_img_.png
106_img_	Train/input/106_img_.png	Train/GT/106_img_.png
107_img_	Train/input/107_img_.png	Train/GT/107_img_.png
108_img_	Train/input/108_img_.png	Train/GT/108_img_.png
10_img_	Train/input/10_img_.png	Train/GT/10_img_.png
112_img_	Train/input/112_img_.png	Train/GT/112_img_.png
113_img_	Train/input/113_img_.png	Train/GT/113_img_.png
115_img_	Train/input/115_img_.png	Train/GT/115_img_.png
116_img_	Val/input/116_img_.png	Val/GT/116_img_.png
117_img_	Train/input/117_img_.png	Train/GT/117_img_.png
118_img_	Train/input/118_img_.png	Train/GT/118_img_.png
11_img_	Train/input/11_img_.png	Train/GT/11_img_.png
121_img_	Train/input/121_img_.png	Train/GT/121_img_.png
12299	Train/input/12299.png	Train/GT/12299.png
122_img_	Train/input/122_img_.png	Train/GT/122_img_.png
123_img_	Train/input/123_img_.png	Train/GT/123_img_.png
12445	Val/input/12445.png	Val/GT/12445.png
124_img_	Train/input/124_img_.png	Train/GT/124_img_.png
125_img_	Train/input/125_img_.png	Train/GT/125_img_.png
12900	Train/input/12900.png	Train/GT/12900.png
129_img_	Train/input/129_img_.png	Train/GT/129_img_.png
130_img_	Val/input/130_img_.png	Val/GT/130_img_.png
131_img_	Train/input/131_img_.png	Train/GT/131_img_.png
133_img_	Train/input/133_img_.png	Train/GT/133_img_.png
135_img_	Train/input/135_img_.png	Train/GT/135_img_.png
136_img_	Train/input/136_img_.png	Train/GT/136_img_.png
137_img_	Train/input/137_img_.png	Train/GT/137_img_.png
138_img_	Train/input/138_img_.png	Train/GT/138_img_.png
139_img_	Train/input/139_img_.png	Train/GT/139_img_.png
13_img_	Train/input/13_img_.png	Train/GT/13_img_.png
140_img_	Train/input/140_img_.png	Train/GT/140_img_.png
141_img_	Train/input/141_img_.png	Train/GT/141_img_.png
142_img_	Train/input/142_img_.png	Train/GT/142_img_.png
143_img_	Train/input/143_img_.png	Train/GT/143_img_.png
144_img_	Train/input/144_img_.png	Train/GT/144_img_.png
146_img_	Train/input/146_img_.png	Train/GT/146_img_.png
148_img_	Train/input/148_img_.png	Train/GT/148_img_.png
149_img_	Train/input/149_img_.png	Train/GT/149_img_.png
14_img_	Train/input/14_img_.png	Train/GT/14_img_.png
15003	Val/input/15003.png	Val/GT/15003.png
150_img_	Train/input/150_img_.png	Train/GT/150_img_.png
151_img_	Val/input/151_img_.png	Val/GT/151_img_.png
152_img_	Train/input/152_img_.png	Train/GT/152_img_.png
153_img_	Train/input/153_img_.png	Train/GT/153_img_.png
154_img_	Train/input/154_img_.png	Train/GT/154_img_.png
15544	Train/input/15544.png	Train/GT/15544.png
155_img_	Train/input/155_img_.png	Train/GT/155_img_.png
156_img_	Train/input/156_img_.png	Train/GT/156_img_.png
159_img_	Val/input/159_img_.png	Val/GT/159_img_.png
15_img_	Train/input/15_img_.png	Train/GT/15_img_.png
160_img_	Train/input/160_img_.png	Train/GT/160_img_.png
161_img_	Train/input/161_img_.png	Train/GT/161_img_.png
162_img_	Train/input/162_img_.png	Train/GT/162_img_.png
164_img_	Train/input/164_img_.png	Train/GT/164_img_.png
165_img_	Train/input/165_img_.png	Train/GT/165_img_.png
166_img_	Train/input/166_img_.png	Train/GT/166_img_.png
168_img_	Train/input/168_img_.png	Train/GT/168_img_.png
169_img_	Train/input/169_img_.png	Train/GT/169_img_.png
16_img_	Train/input/16_img_.png	Train/GT/16_img_.png
170_img_	Train/input/170_img_.png	Train/GT/170_img_.png
171_img_	Train/input/171_img_.png	Train/GT/171_img_.png
172_img_	Train/input/172_img_.png	Train/GT/172_img_.png
174_img_	Train/input/174_img_.png	Train/GT/174_img_.png
175_img_	Train/input/175_img_.png	Train/GT/175_img_.png
176_img_	Train/input/176_img_.png	Train/GT/176_img_.png
177_img_	Train/input/177_img_.png	Train/GT/177_img_.png
178_img_	Train/input/178_img_.png	Train/GT/178_img_.png
179_img_	Train/input/179_img_.png	Train/GT/179_img_.png
180_img_	Train/input/180_img_.png	Train/GT/180_img_.png
182_img_	Train/input/182_img_.png	Train/GT/182_img_.png
