1	Train/input/1.jpg	Train/GT/1.jpg
2	Train/input/2.jpg	Train/GT/2.jpg
4	Train/input/4.jpg	Train/GT/4.jpg
5	Train/input/5.jpg	Train/GT/5.jpg
7	Train/input/7.jpg	Train/GT/7.jpg
8	Train/input/8.jpg	Train/GT/8.jpg
10	Train/input/10.jpg	Train/GT/10.jpg
11	Train/input/11.jpg	Train/GT/11.jpg
12	Train/input/12.jpg	Train/GT/12.jpg
13	Train/input/13.jpg	Train/GT/13.jpg
15	Train/input/15.jpg	Train/GT/15.jpg
16	Train/input/16.jpg	Train/GT/16.jpg
17	Train/input/17.jpg	Train/GT/17.jpg
20	Train/input/20.jpg	Train/GT/20.jpg
21	Train/input/21.jpg	Train/GT/21.jpg
22	Train/input/22.jpg	Train/GT/22.jpg
23	Train/input/23.jpg	Train/GT/23.jpg
25	Train/input/25.jpg	Train/GT/25.jpg
26	Train/input/26.jpg	Train/GT/26.jpg
27	Train/input/27.jpg	Train/GT/27.jpg
29	Train/input/29.jpg	Train/GT/29.jpg
30	Train/input/30.jpg	Train/GT/30.jpg
31	Train/input/31.jpg	Train/GT/31.jpg
32	Train/input/32.jpg	Train/GT/32.jpg
33	Train/input/33.jpg	Train/GT/33.jpg
34	Train/input/34.jpg	Train/GT/34.jpg
36	Train/input/36.jpg	Train/GT/36.jpg
37	Train/input/37.jpg	Train/GT/37.jpg
39	Train/input/39.jpg	Train/GT/39.jpg
40	Train/input/40.jpg	Train/GT/40.jpg
41	Train/input/41.jpg	Train/GT/41.jpg
42	Train/input/42.jpg	Train/GT/42.jpg
44	Train/input/44.jpg	Train/GT/44.jpg
45	Train/input/45.jpg	Train/GT/45.jpg
47	Train/input/47.jpg	Train/GT/47.jpg
49	Train/input/49.jpg	Train/GT/49.jpg
50	Train/input/50.jpg	Train/GT/50.jpg
51	Train/input/51.jpg	Train/GT/51.jpg
52	Train/input/52.jpg	Train/GT/52.jpg
53	Train/input/53.jpg	Train/GT/53.jpg
54	Train/input/54.jpg	Train/GT/54.jpg
55	Train/input/55.jpg	Train/GT/55.jpg
56	Train/input/56.jpg	Train/GT/56.jpg
57	Train/input/57.jpg	Train/GT/57.jpg
58	Train/input/58.jpg	Train/GT/58.jpg
59	Train/input/59.jpg	Train/GT/59.jpg
61	Train/input/61.jpg	Train/GT/61.jpg
62	Train/input/62.jpg	Train/GT/62.jpg
63	Train/input/63.jpg	Train/GT/63.jpg
64	Train/input/64.jpg	Train/GT/64.jpg
65	Train/input/65.jpg	Train/GT/65.jpg
67	Train/input/67.jpg	Train/GT/67.jpg
68	Train/input/68.jpg	Train/GT/68.jpg
69	Train/input/69.jpg	Train/GT/69.jpg
70	Train/input/70.jpg	Train/GT/70.jpg
71	Train/input/71.jpg	Train/GT/71.jpg
73	Train/input/73.jpg	Train/GT/73.jpg
74	Train/input/74.jpg	Train/GT/74.jpg
75	Train/input/75.jpg	Train/GT/75.jpg
77	Train/input/77.jpg	Train/GT/77.jpg
78	Train/input/78.jpg	Train/GT/78.jpg
79	Train/input/79.jpg	Train/GT/79.jpg
81	Train/input/81.jpg	Train/GT/81.jpg
82	Train/input/82.jpg	Train/GT/82.jpg
84	Train/input/84.jpg	Train/GT/84.jpg
85	Train/input/85.jpg	Train/GT/85.jpg
86	Train/input/86.jpg	Train/GT/86.jpg
87	Train/input/87.jpg	Train/GT/87.jpg
88	Train/input/88.jpg	Train/GT/88.jpg
89	Train/input/89.jpg	Train/GT/89.jpg
90	Train/input/90.jpg	Train/GT/90.jpg
91	Train/input/91.jpg	Train/GT/91.jpg
93	Train/input/93.jpg	Train/GT/93.jpg
94	Train/input/94.jpg	Train/GT/94.jpg
95	Train/input/95.jpg	Train/GT/95.jpg
98	Train/input/98.jpg	Train/GT/98.jpg
100	Train/input/100.jpg	Train/GT/100.jpg
102	Train/input/102.jpg	Train/GT/102.jpg
103	Train/input/103.jpg	Train/GT/103.jpg
107	Train/input/107.jpg	Train/GT/107.jpg
108	Train/input/108.jpg	Train/GT/108.jpg
109	Train/input/109.jpg	Train/GT/109.jpg
110	Train/input/110.jpg	Train/GT/110.jpg
111	Train/input/111.jpg	Train/GT/111.jpg
112	Train/input/112.jpg	Train/GT/112.jpg
113	Train/input/113.jpg	Train/GT/113.jpg
114	Train/input/114.jpg	Train/GT/114.jpg
115	Train/input/115.jpg	Train/GT/115.jpg
116	Train/input/116.jpg	Train/GT/116.jpg
117	Train/input/117.jpg	Train/GT/117.jpg
118	Train/input/118.jpg	Train/GT/118.jpg
119	Train/input/119.jpg	Train/GT/119.jpg
120	Train/input/120.jpg	Train/GT/120.jpg
122	Train/input/122.jpg	Train/GT/122.jpg
123	Train/input/123.jpg	Train/GT/123.jpg
124	Train/input/124.jpg	Train/GT/124.jpg
125	Train/input/125.jpg	Train/GT/125.jpg
127	Train/input/127.jpg	Train/GT/127.jpg
128	Train/input/128.jpg	Train/GT/128.jpg
129	Train/input/129.jpg	Train/GT/129.jpg
130	Train/input/130.jpg	Train/GT/130.jpg
131	Train/input/131.jpg	Train/GT/131.jpg
132	Train/input/132.jpg	Train/GT/132.jpg
133	Train/input/133.jpg	Train/GT/133.jpg
136	Train/input/136.jpg	Train/GT/136.jpg
138	Train/input/138.jpg	Train/GT/138.jpg
139	Train/input/139.jpg	Train/GT/139.jpg
140	Train/input/140.jpg	Train/GT/140.jpg
141	Train/input/141.jpg	Train/GT/141.jpg
142	Train/input/142.jpg	Train/GT/142.jpg
143	Train/input/143.jpg	Train/GT/143.jpg
144	Train/input/144.jpg	Train/GT/144.jpg
145	Train/input/145.jpg	Train/GT/145.jpg
147	Train/input/147.jpg	Train/GT/147.jpg
149	Train/input/149.jpg	Train/GT/149.jpg
150	Train/input/150.jpg	Train/GT/150.jpg
151	Train/input/151.jpg	Train/GT/151.jpg
153	Train/input/153.jpg	Train/GT/153.jpg
154	Train/input/154.jpg	Train/GT/154.jpg
155	Train/input/155.jpg	Train/GT/155.jpg
156	Train/input/156.jpg	Train/GT/156.jpg
157	Train/input/157.jpg	Train/GT/157.jpg
158	Train/input/158.jpg	Train/GT/158.jpg
159	Train/input/159.jpg	Train/GT/159.jpg
161	Train/input/161.jpg	Train/GT/161.jpg
162	Train/input/162.jpg	Train/GT/162.jpg
163	Train/input/163.jpg	Train/GT/163.jpg
164	Train/input/164.jpg	Train/GT/164.jpg
165	Train/input/165.jpg	Train/GT/165.jpg
166	Train/input/166.jpg	Train/GT/166.jpg
168	Train/input/168.jpg	Train/GT/168.jpg
169	Train/input/169.jpg	Train/GT/169.jpg
170	Train/input/170.jpg	Train/GT/170.jpg
171	Train/input/171.jpg	Train/GT/171.jpg
172	Train/input/172.jpg	Train/GT/172.jpg
173	Train/input/173.jpg	Train/GT/173.jpg
174	Train/input/174.jpg	Train/GT/174.jpg
175	Train/input/175.jpg	Train/GT/175.jpg
176	Train/input/176.jpg	Train/GT/176.jpg
179	Train/input/179.jpg	Train/GT/179.jpg
180	Train/input/180.jpg	Train/GT/180.jpg
181	Train/input/181.jpg	Train/GT/181.jpg
182	Train/input/182.jpg	Train/GT/182.jpg
183	Train/input/183.jpg	Train/GT/183.jpg
187	Train/input/187.jpg	Train/GT/187.jpg
188	Train/input/188.jpg	Train/GT/188.jpg
189	Train/input/189.jpg	Train/GT/189.jpg
191	Train/input/191.jpg	Train/GT/191.jpg
193	Train/input/193.jpg	Train/GT/193.jpg
195	Train/input/195.jpg	Train/GT/195.jpg
196	Train/input/196.jpg	Train/GT/196.jpg
198	Train/input/198.jpg	Train/GT/198.jpg
200	Train/input/200.jpg	Train/GT/200.jpg
